day,material,temperature,burner_power
2019-06-27,290020,275.5,76.0
2019-06-28,161564,320.0,69.0
2019-06-29,151112,246.0,52.0
2019-06-30,128865,287.0,91.0
2019-07-01,164886,254.5,81.0
2019-07-02,184327,320.0,72.0
2019-07-03,138462,295.0,87.0
2019-07-04,181130,320.0,68.0
2019-07-05,163295,301.0,74.0
2019-07-06,291692,264.5,60.0
2019-07-07,117210,285.5,70.0
2019-07-08,156749,237.0,86.0
2019-07-09,212204,263.5,71.0
2019-07-10,283619,237.0,98.0
2019-07-11,136054,254.0,79.0
2019-07-12,219551,224.0,82.0
2019-07-13,298424,250.5,48.0
2019-07-14,290597,269.5,76.0
2019-07-15,161140,235.0,74.0
2019-07-16,134570,243.0,51.0
2019-07-17,273160,313.0,93.0
2019-07-18,234170,313.5,83.0
2019-07-19,257337,320.0,85.0
2019-07-20,150398,320.0,92.0
2019-07-21,266169,320.0,97.0
2019-07-22,180453,269.0,56.0
2019-07-23,189371,221.5,69.0
2019-07-24,183136,320.0,90.0
2019-07-25,114082,320.0,52.0
2019-07-26,167017,266.5,93.0
2019-07-27,283741,313.5,50.0
2019-07-28,177607,275.0,54.0
2019-07-29,109623,294.0,73.0
2019-07-30,175755,316.0,96.0
2019-07-31,249940,265.5,97.0
2019-08-01,297829,320.0,54.0
2019-08-02,116418,217.0,67.0
2019-08-03,269439,307.5,94.0
2019-08-04,282146,320.0,48.0
2019-08-05,277508,320.0,85.0
2019-08-06,217531,320.0,97.0
2019-08-07,153915,228.5,89.0
2019-08-08,106336,320.0,49.0
2019-08-09,109464,261.5,62.0
2019-08-10,158184,313.0,48.0
2019-08-11,217896,284.0,66.0
2019-08-12,115117,256.0,81.0
2019-08-13,203956,289.5,79.0
2019-08-14,247056,280.5,71.0
2019-08-15,169013,256.5,55.0
2019-08-16,292641,285.5,78.0
2019-08-17,106054,320.0,46.0
2019-08-18,293262,320.0,95.0
2019-08-19,256472,320.0,96.0
2019-08-20,235832,320.0,55.0
2019-08-21,164349,229.5,79.0
2019-08-22,195647,222.0,72.0
2019-08-23,236853,245.0,74.0
2019-08-24,245116,254.0,44.0
2019-08-25,295276,230.0,95.0
2019-08-26,218492,302.5,55.0
2019-08-27,254207,297.0,97.0
2019-08-28,171606,278.0,72.0
2019-08-29,219434,263.0,42.0
2019-08-30,118480,256.5,50.0
2019-08-31,258693,292.0,61.0
2019-09-01,197779,245.5,89.0
2019-09-02,108324,278.0,57.0
2019-09-03,145542,237.5,84.0
2019-09-04,144155,320.0,82.0
2019-09-05,122636,220.5,56.0
2019-09-06,183150,320.0,63.0
2019-09-07,229507,226.5,63.0
2019-09-08,136535,294.0,95.0
2019-09-09,150151,301.5,85.0
2019-09-10,186442,279.5,69.0
2019-09-11,245144,272.0,88.0
2019-09-12,127231,223.5,66.0
2019-09-13,177355,314.0,46.0
2019-09-14,113640,320.0,65.0
2019-09-15,241051,320.0,50.0
2019-09-16,203318,281.5,95.0
2019-09-17,106695,276.5,64.0
2019-09-18,222792,270.5,69.0
2019-09-19,247490,320.0,82.0
2019-09-20,120771,320.0,78.0
2019-09-21,180372,298.0,70.0
2019-09-22,154244,320.0,84.0
2019-09-23,236628,320.0,89.0
2019-09-24,292735,215.0,73.0
2019-09-25,127390,219.5,74.0
2019-09-26,122203,267.5,54.0
2019-09-27,259140,284.5,94.0
2019-09-28,114897,255.0,81.0
2019-09-29,161970,249.0,64.0
2019-09-30,140333,320.0,58.0
2019-10-01,155606,303.0,84.0
2019-10-02,247647,275.5,45.0
2019-10-03,117455,252.5,80.0
2019-10-04,139154,227.0,61.0
2019-10-05,253557,248.0,45.0
2019-10-06,281952,314.5,74.0
2019-10-07,143902,257.5,56.0
2019-10-08,277833,307.5,52.0
2019-10-09,274737,284.0,61.0
2019-10-10,267677,276.0,79.0
2019-10-11,229441,228.5,65.0
2019-10-12,283336,254.5,60.0
2019-10-13,100227,242.5,60.0
2019-10-14,211011,266.5,45.0
2019-10-15,193474,320.0,79.0
2019-10-16,127483,247.5,50.0
2019-10-17,193299,238.5,45.0
2019-10-18,292032,229.0,97.0
2019-10-19,165176,243.0,48.0
2019-10-20,185627,227.0,58.0
2019-10-21,114345,260.0,81.0
2019-10-22,243277,248.5,85.0
2019-10-23,229946,271.5,65.0
2019-10-24,150701,320.0,72.0
2019-10-25,117572,320.0,77.0
2019-10-26,103370,245.0,67.0
2019-10-27,148892,320.0,66.0
2019-10-28,273336,320.0,78.0
2019-10-29,154064,320.0,86.0
2019-10-30,162428,267.5,75.0
2019-10-31,297112,295.0,91.0
2019-11-01,214147,264.0,74.0
2019-11-02,289612,219.0,47.0
2019-11-03,233722,314.5,75.0
2019-11-04,152360,320.0,56.0
2019-11-05,123190,318.0,65.0
2019-11-06,174141,319.5,91.0
2019-11-07,136334,280.5,48.0
2019-11-08,151718,288.5,87.0
2019-11-09,264047,320.0,93.0
2019-11-10,182069,304.0,78.0
2019-11-11,170226,292.5,43.0
2019-11-12,246371,236.5,77.0
2019-11-13,275221,228.0,59.0
2019-11-14,172215,320.0,76.0
2019-11-15,184282,313.0,90.0
2019-11-16,176854,277.0,98.0
2019-11-17,152544,279.0,48.0
2019-11-18,247684,309.0,50.0
2019-11-19,248504,320.0,87.0
2019-11-20,152265,320.0,96.0
2019-11-21,282466,265.0,73.0
2019-11-22,188200,295.5,51.0
2019-11-23,219428,297.5,51.0
2019-11-24,122948,320.0,86.0
2019-11-25,285922,320.0,57.0
2019-11-26,291372,295.0,91.0
2019-11-27,246239,251.0,48.0
2019-11-28,212985,320.0,52.0
2019-11-29,187676,232.5,53.0
2019-11-30,261560,228.0,97.0
2019-12-01,214209,303.0,76.0
2019-12-02,110159,248.0,85.0
2019-12-03,245840,203.5,47.0
2019-12-04,214988,250.5,89.0
2019-12-05,245379,267.0,66.0
2019-12-06,285144,274.0,65.0
2019-12-07,227715,286.0,68.0
2019-12-08,169807,320.0,92.0
2019-12-09,215588,253.0,42.0
2019-12-10,174778,260.0,98.0
2019-12-11,264617,246.5,78.0
2019-12-12,212473,244.5,85.0
2019-12-13,190235,275.0,44.0
2019-12-14,126441,246.5,92.0
2019-12-15,111676,266.5,42.0
2019-12-16,153337,320.0,98.0
2019-12-17,282596,319.5,50.0
2019-12-18,251087,221.0,61.0
2019-12-19,117825,279.0,85.0
2019-12-20,296725,320.0,80.0
2019-12-21,222461,267.0,90.0
2019-12-22,187773,213.0,58.0
2019-12-23,189556,226.0,66.0
2019-12-24,139221,255.5,94.0
2019-12-25,263575,259.0,63.0
2019-12-26,129008,277.0,77.0
2019-12-27,279039,223.5,44.0
2019-12-28,210785,248.5,89.0
2019-12-29,248801,307.0,52.0
2019-12-30,257165,320.0,48.0
2019-12-31,277822,265.5,72.0
2020-01-01,278341,223.0,57.0
2020-01-02,292517,286.5,60.0
2020-01-03,178478,320.0,72.0
2020-01-04,102078,215.5,56.0
2020-01-05,105783,228.0,87.0
2020-01-06,251690,287.5,90.0
2020-01-07,288975,222.5,62.0
2020-01-08,125597,289.5,94.0
2020-01-09,139302,320.0,95.0
2020-01-10,287718,306.0,83.0
2020-01-11,233539,320.0,88.0
2020-01-12,282507,320.0,67.0
2020-01-13,125488,320.0,90.0
2020-01-14,114118,247.0,57.0
2020-01-15,230311,218.0,66.0
2020-01-16,215726,211.0,54.0
2020-01-17,207045,242.5,75.0
2020-01-18,142948,244.5,92.0
2020-01-19,145343,287.0,45.0
2020-01-20,260328,223.0,63.0
2020-01-21,137283,320.0,94.0
2020-01-22,100327,305.5,62.0
2020-01-23,128759,242.5,98.0
2020-01-24,185571,213.5,47.0
2020-01-25,109067,320.0,80.0
2020-01-26,121352,320.0,72.0
2020-01-27,214587,217.0,42.0
2020-01-28,270276,303.0,55.0
2020-01-29,120452,265.5,78.0
2020-01-30,123761,303.0,63.0
2020-01-31,268872,320.0,89.0
2020-02-01,269384,230.5,68.0
2020-02-02,190835,259.5,65.0
2020-02-03,264127,277.0,87.0
2020-02-04,156918,246.5,65.0
2020-02-05,178339,238.0,70.0
2020-02-06,185356,306.5,81.0
2020-02-07,182432,285.0,70.0
2020-02-08,242112,297.5,81.0
2020-02-09,130597,216.0,49.0
2020-02-10,184165,291.5,79.0
2020-02-11,196399,238.0,78.0
2020-02-12,276749,320.0,60.0
2020-02-13,297592,320.0,58.0
2020-02-14,193930,320.0,95.0
2020-02-15,191072,229.0,62.0
2020-02-16,281537,215.5,44.0
2020-02-17,188608,243.0,94.0
2020-02-18,267230,320.0,58.0
2020-02-19,167374,320.0,92.0
2020-02-20,288600,320.0,80.0
2020-02-21,242658,320.0,98.0
2020-02-22,194520,297.0,50.0
2020-02-23,118463,320.0,42.0
2020-02-24,249072,314.0,96.0
2020-02-25,149350,307.0,57.0
2020-02-26,228522,219.5,57.0
2020-02-27,191926,227.5,83.0
2020-02-28,204630,223.5,43.0
2020-02-29,218964,276.0,82.0
2020-03-01,262371,245.0,57.0
2020-03-02,175370,320.0,62.0
2020-03-03,107984,320.0,44.0
2020-03-04,177030,320.0,70.0
2020-03-05,115210,261.0,73.0
2020-03-06,262362,268.0,98.0
2020-03-07,116854,215.5,72.0
2020-03-08,276685,320.0,76.0
2020-03-09,117125,229.0,71.0
2020-03-10,104560,320.0,68.0
2020-03-11,110081,235.5,64.0
2020-03-12,253236,260.5,92.0
2020-03-13,125086,220.5,46.0
2020-03-14,156930,234.5,85.0
2020-03-15,293981,291.5,96.0
2020-03-16,250326,302.5,74.0
2020-03-17,123392,320.0,44.0
2020-03-18,158865,263.0,80.0
2020-03-19,269776,313.5,98.0
2020-03-20,188405,238.0,92.0
2020-03-21,295094,313.0,81.0
2020-03-22,139487,242.5,90.0
2020-03-23,172529,247.0,56.0
2020-03-24,218720,208.0,44.0
2020-03-25,283932,255.5,78.0
2020-03-26,145558,232.5,86.0
2020-03-27,114383,309.5,64.0
2020-03-28,253641,311.0,55.0
2020-03-29,193089,294.5,51.0
2020-03-30,127895,320.0,95.0
2020-03-31,136949,270.5,72.0
2020-04-01,176901,290.0,64.0
2020-04-02,191744,241.0,42.0
2020-04-03,144496,300.5,74.0
2020-04-04,254138,313.5,78.0
2020-04-05,116133,241.0,75.0
2020-04-06,117323,320.0,76.0
2020-04-07,148022,259.0,41.0
2020-04-08,232681,264.0,86.0
2020-04-09,230261,221.5,71.0
2020-04-10,156107,318.0,86.0
2020-04-11,223797,320.0,58.0
2020-04-12,277471,225.0,45.0
2020-04-13,238168,216.5,45.0
2020-04-14,266553,277.5,76.0
2020-04-15,217874,241.5,89.0
2020-04-16,134264,246.5,62.0
2020-04-17,154469,320.0,76.0
2020-04-18,197598,313.5,71.0
2020-04-19,248166,320.0,98.0
2020-04-20,211287,284.5,91.0
2020-04-21,256813,320.0,89.0
2020-04-22,269228,290.0,59.0
2020-04-23,233716,214.5,43.0
2020-04-24,287454,283.5,72.0
2020-04-25,218518,235.5,69.0
2020-04-26,145824,221.0,59.0
2020-04-27,134323,301.5,80.0
2020-04-28,260505,292.0,97.0
2020-04-29,281883,320.0,87.0
2020-04-30,284705,228.0,63.0
2020-05-01,132286,253.0,51.0
2020-05-02,109719,252.0,41.0
2020-05-03,269709,281.0,98.0
2020-05-04,188035,245.5,75.0
2020-05-05,197484,320.0,86.0
2020-05-06,281273,208.5,56.0
2020-05-07,271537,228.5,62.0
2020-05-08,203760,320.0,56.0
2020-05-09,212911,252.0,88.0
2020-05-10,187030,225.5,59.0
2020-05-11,222959,259.5,63.0
2020-05-12,200351,320.0,55.0
2020-05-13,122440,292.0,69.0
2020-05-14,163771,269.0,56.0
2020-05-15,263082,320.0,45.0
2020-05-16,242600,320.0,93.0
2020-05-17,118161,320.0,88.0
2020-05-18,177460,281.0,72.0
2020-05-19,243596,320.0,92.0
2020-05-20,136559,320.0,96.0
2020-05-21,268158,241.5,76.0
2020-05-22,131923,282.0,51.0
2020-05-23,187897,320.0,98.0
2020-05-24,110724,266.0,81.0
2020-05-25,227544,320.0,79.0
2020-05-26,185758,320.0,67.0
2020-05-27,218409,320.0,89.0
2020-05-28,176654,305.0,86.0
2020-05-29,233983,320.0,85.0
2020-05-30,268099,286.5,84.0
2020-05-31,122985,303.5,96.0
2020-06-01,287785,320.0,76.0
2020-06-02,279984,320.0,43.0
2020-06-03,156423,273.5,47.0
2020-06-04,283053,320.0,85.0
2020-06-05,141840,270.5,84.0
2020-06-06,268488,226.0,69.0
2020-06-07,161877,317.5,83.0
2020-06-08,279091,300.5,70.0
2020-06-09,275994,317.0,57.0
2020-06-10,254252,315.5,90.0
2020-06-11,238249,259.0,90.0
2020-06-12,224969,256.0,44.0
2020-06-13,153283,308.5,61.0
2020-06-14,128195,255.0,53.0
2020-06-15,256122,320.0,91.0
2020-06-16,211921,320.0,73.0
2020-06-17,278464,249.5,92.0
2020-06-18,135579,320.0,79.0
2020-06-19,142316,311.0,71.0
2020-06-20,254019,236.0,97.0
2020-06-21,161035,286.5,85.0
2020-06-22,291236,304.5,44.0
2020-06-23,165002,320.0,98.0
2020-06-24,204361,319.5,75.0
2020-06-25,270166,320.0,82.0
2020-06-26,163541,299.5,91.0
2020-06-27,163491,316.0,58.0
2020-06-28,193723,320.0,98.0
2020-06-29,218105,320.0,86.0
2020-06-30,298956,276.0,93.0
2020-07-01,256081,275.0,55.0
2020-07-02,232777,278.5,69.0
2020-07-03,223858,219.0,64.0
2020-07-04,182890,320.0,88.0
2020-07-05,132852,279.0,87.0
2020-07-06,226988,227.0,54.0
2020-07-07,179185,266.5,79.0
2020-07-08,168189,320.0,93.0
2020-07-09,159721,279.5,55.0
2020-07-10,108133,320.0,95.0
2020-07-11,108386,235.5,48.0
2020-07-12,226648,282.5,77.0
2020-07-13,189187,273.0,86.0
2020-07-14,182151,304.0,64.0
2020-07-15,112927,315.5,84.0
2020-07-16,119749,267.0,61.0
2020-07-17,274070,236.0,75.0
2020-07-18,141227,320.0,92.0
2020-07-19,139543,320.0,91.0
2020-07-20,185794,297.5,73.0
2020-07-21,183609,320.0,95.0
2020-07-22,119026,320.0,59.0
2020-07-23,198221,320.0,81.0
2020-07-24,210512,316.5,93.0
2020-07-25,294185,209.0,53.0
2020-07-26,173460,240.0,52.0
2020-07-27,162743,320.0,80.0
2020-07-28,237142,225.0,70.0
2020-07-29,108083,320.0,98.0
2020-07-30,160794,257.5,75.0
2020-07-31,263868,245.5,74.0
2020-08-01,160508,262.0,70.0
2020-08-02,155601,320.0,58.0
2020-08-03,178181,301.5,83.0
2020-08-04,259343,320.0,92.0
2020-08-05,261383,310.5,60.0
2020-08-06,213835,262.0,58.0
2020-08-07,105151,310.0,67.0
2020-08-08,236257,272.5,55.0
2020-08-09,241562,213.5,45.0
2020-08-10,221752,257.0,48.0
2020-08-11,147138,252.5,58.0
2020-08-12,110621,250.0,49.0
2020-08-13,280324,241.0,71.0
2020-08-14,261066,320.0,66.0
2020-08-15,239467,250.5,81.0
2020-08-16,129915,305.0,67.0
2020-08-17,225169,320.0,69.0
2020-08-18,173384,320.0,76.0
2020-08-19,193440,288.5,73.0
2020-08-20,246115,320.0,72.0
2020-08-21,154573,300.5,83.0
2020-08-22,272812,320.0,74.0
2020-08-23,129684,320.0,63.0
2020-08-24,252935,276.5,54.0
2020-08-25,233609,320.0,78.0
2020-08-26,108278,285.5,60.0
2020-08-27,104924,262.5,80.0
2020-08-28,274131,227.5,94.0
2020-08-29,225496,320.0,72.0
2020-08-30,111181,320.0,64.0
2020-08-31,143328,298.5,44.0
2020-09-01,119748,258.5,60.0
2020-09-02,198400,237.5,95.0
2020-09-03,170372,320.0,75.0
2020-09-04,201906,212.5,47.0
2020-09-05,212547,231.5,85.0
2020-09-06,148827,320.0,67.0
2020-09-07,171677,320.0,93.0
2020-09-08,194735,237.0,92.0
2020-09-09,104886,313.5,86.0
2020-09-10,116194,320.0,62.0
2020-09-11,130743,320.0,98.0
2020-09-12,231233,320.0,89.0
2020-09-13,119829,276.5,42.0
2020-09-14,208916,318.5,45.0
2020-09-15,227432,320.0,85.0
2020-09-16,230479,246.5,59.0
2020-09-17,148443,240.5,54.0
2020-09-18,185357,320.0,90.0
2020-09-19,245871,320.0,76.0
2020-09-20,237294,249.0,48.0
2020-09-21,176579,320.0,58.0
2020-09-22,119723,320.0,55.0
2020-09-23,297478,286.0,87.0
2020-09-24,233788,274.5,73.0
2020-09-25,141187,237.5,78.0
2020-09-26,132554,320.0,66.0
2020-09-27,177009,215.0,72.0
2020-09-28,212974,234.5,75.0
2020-09-29,117522,320.0,59.0
2020-09-30,209475,320.0,42.0
2020-10-01,136030,287.5,84.0
2020-10-02,134213,313.0,63.0
2020-10-03,271743,283.5,94.0
2020-10-04,168151,252.5,81.0
2020-10-05,274882,240.0,79.0
2020-10-06,250254,320.0,45.0
2020-10-07,221119,309.5,59.0
2020-10-08,107571,308.0,91.0
2020-10-09,104709,303.5,52.0
2020-10-10,164535,320.0,43.0
2020-10-11,178062,274.0,52.0
2020-10-12,269040,275.0,51.0
2020-10-13,299521,320.0,90.0
2020-10-14,101975,320.0,74.0
2020-10-15,169150,314.5,93.0
2020-10-16,167675,254.5,77.0
2020-10-17,275608,272.5,76.0
2020-10-18,237446,283.5,55.0
2020-10-19,102435,271.5,48.0
2020-10-20,211446,297.0,92.0
2020-10-21,123937,320.0,83.0
2020-10-22,138414,320.0,87.0
2020-10-23,254523,238.5,86.0
2020-10-24,292128,263.0,87.0
2020-10-25,185739,254.5,73.0
2020-10-26,189097,320.0,84.0
2020-10-27,171971,320.0,98.0
2020-10-28,106990,221.0,61.0
2020-10-29,163162,245.5,67.0
2020-10-30,104364,287.0,93.0
2020-10-31,178644,253.0,74.0
2020-11-01,108014,317.0,41.0
2020-11-02,270589,247.5,44.0
2020-11-03,118419,293.0,87.0
2020-11-04,162838,243.5,45.0
2020-11-05,129563,287.0,43.0
2020-11-06,298481,320.0,54.0
2020-11-07,108262,241.0,87.0
2020-11-08,163727,320.0,98.0
2020-11-09,156525,284.0,78.0
2020-11-10,202614,213.5,67.0
2020-11-11,196000,294.0,66.0
2020-11-12,191193,311.0,48.0
2020-11-13,162102,320.0,84.0
2020-11-14,170894,253.5,95.0
2020-11-15,231854,312.5,93.0
2020-11-16,125444,269.0,77.0
2020-11-17,290021,300.0,98.0
2020-11-18,120547,320.0,70.0
2020-11-19,116388,320.0,63.0
2020-11-20,274140,258.0,89.0
2020-11-21,161748,320.0,80.0
2020-11-22,240223,320.0,78.0
2020-11-23,146814,230.5,54.0
2020-11-24,145445,261.0,81.0
2020-11-25,218844,294.5,69.0
2020-11-26,121645,248.5,86.0
2020-11-27,274983,256.5,86.0
2020-11-28,240677,296.5,59.0
2020-11-29,112089,268.0,95.0
2020-11-30,273470,320.0,88.0
2020-12-01,130083,271.0,49.0
2020-12-02,183682,237.5,57.0
2020-12-03,106522,273.0,49.0
2020-12-04,113629,314.0,43.0
2020-12-05,179489,314.0,66.0
2020-12-06,252976,300.0,57.0
2020-12-07,151764,320.0,57.0
2020-12-08,266894,277.0,85.0
2020-12-09,129108,320.0,92.0
2020-12-10,229658,212.0,56.0
2020-12-11,186896,320.0,53.0
2020-12-12,294055,279.0,91.0
2020-12-13,118578,273.0,97.0
2020-12-14,173109,267.0,88.0
2020-12-15,173366,293.0,84.0
2020-12-16,109540,292.5,70.0
2020-12-17,252415,317.5,70.0
2020-12-18,123939,266.0,69.0
2020-12-19,252241,230.5,68.0
2020-12-20,220560,260.5,87.0
2020-12-21,120617,228.0,45.0
2020-12-22,207657,302.5,83.0
2020-12-23,196930,320.0,58.0
2020-12-24,198022,320.0,90.0
2020-12-25,261015,281.5,96.0
2020-12-26,235006,230.0,52.0
2020-12-27,180304,320.0,54.0
2020-12-28,290600,225.0,81.0
2020-12-29,238111,320.0,93.0
2020-12-30,108216,240.0,53.0
2020-12-31,273220,295.0,98.0
2021-01-01,162583,216.0,50.0
2021-01-02,283561,228.0,67.0
2021-01-03,116390,320.0,96.0
2021-01-04,265640,257.0,98.0
2021-01-05,257432,317.5,72.0
2021-01-06,277233,240.5,86.0
2021-01-07,262121,263.0,85.0
2021-01-08,285273,274.0,87.0
2021-01-09,218436,302.0,94.0
2021-01-10,131744,320.0,79.0
2021-01-11,192730,257.0,92.0
2021-01-12,208841,238.0,64.0
2021-01-13,168302,258.0,70.0
2021-01-14,176342,260.5,69.0
2021-01-15,136315,271.5,92.0
2021-01-16,128186,286.0,57.0
2021-01-17,253250,311.5,44.0
2021-01-18,173735,279.0,66.0
2021-01-19,289170,320.0,96.0
2021-01-20,112498,274.5,78.0
2021-01-21,163736,277.0,66.0
2021-01-22,176687,279.5,45.0
2021-01-23,256829,294.5,98.0
2021-01-24,164742,256.0,80.0
2021-01-25,127856,320.0,84.0
2021-01-26,299485,239.5,74.0
2021-01-27,243922,286.5,73.0
2021-01-28,170069,293.0,80.0
2021-01-29,276426,320.0,61.0
2021-01-30,269634,267.5,56.0
2021-01-31,170209,320.0,72.0
2021-02-01,277088,284.0,47.0
2021-02-02,205387,275.5,51.0
2021-02-03,194713,225.5,71.0
2021-02-04,170923,310.0,68.0
2021-02-05,165398,238.0,92.0
2021-02-06,273895,231.5,78.0
2021-02-07,237635,219.5,77.0
2021-02-08,267569,317.5,74.0
2021-02-09,202248,219.0,54.0
2021-02-10,137320,320.0,58.0
2021-02-11,160453,243.0,50.0
2021-02-12,174016,253.0,70.0
2021-02-13,252769,228.5,58.0
2021-02-14,224521,320.0,70.0
2021-02-15,182436,273.0,82.0
2021-02-16,214414,320.0,94.0
2021-02-17,116593,293.0,75.0
2021-02-18,155772,320.0,62.0
2021-02-19,202843,269.0,60.0
2021-02-20,135679,290.5,88.0
2021-02-21,104260,276.0,41.0
2021-02-22,130803,228.5,88.0
2021-02-23,240569,320.0,61.0
2021-02-24,175805,305.0,54.0
2021-02-25,163743,241.5,63.0
2021-02-26,210855,293.5,63.0
2021-02-27,158970,320.0,92.0
2021-02-28,176166,245.0,98.0
2021-03-01,211775,307.5,49.0
2021-03-02,112731,320.0,98.0
2021-03-03,176781,249.0,92.0
2021-03-04,168868,318.0,64.0
2021-03-05,174497,287.5,51.0
2021-03-06,250092,246.0,43.0
2021-03-07,148115,248.5,58.0
2021-03-08,182568,207.5,47.0
2021-03-09,170945,320.0,54.0
2021-03-10,235329,320.0,90.0
2021-03-11,189463,222.5,43.0
2021-03-12,177853,233.5,49.0
2021-03-13,142909,256.5,76.0
2021-03-14,267638,295.0,71.0
2021-03-15,130527,320.0,98.0
2021-03-16,285437,274.0,59.0
2021-03-17,283658,320.0,72.0
2021-03-18,194555,266.0,76.0
2021-03-19,172436,261.5,43.0
2021-03-20,173836,238.0,78.0
2021-03-21,297722,301.0,59.0
2021-03-22,260280,266.0,87.0
2021-03-23,189442,250.0,70.0
2021-03-24,221008,266.0,44.0
2021-03-25,213305,212.0,42.0
2021-03-26,277573,273.5,62.0
2021-03-27,112791,230.0,83.0
2021-03-28,126838,273.5,64.0
2021-03-29,247937,318.5,83.0
2021-03-30,160555,256.0,60.0
2021-03-31,122502,261.0,45.0
2021-04-01,118406,320.0,44.0
2021-04-02,120764,207.0,45.0
2021-04-03,283595,264.5,88.0
2021-04-04,273695,218.0,69.0
2021-04-05,178188,320.0,81.0
2021-04-06,117672,214.5,56.0
2021-04-07,251301,239.0,49.0
2021-04-08,196798,285.0,94.0
2021-04-09,218460,311.0,68.0
2021-04-10,247379,279.5,43.0
2021-04-11,153423,274.0,94.0
2021-04-12,169427,290.0,48.0
2021-04-13,196770,309.0,74.0
2021-04-14,180084,312.5,87.0
2021-04-15,178680,281.5,63.0
2021-04-16,119948,288.5,46.0
2021-04-17,121389,256.5,54.0
2021-04-18,227678,320.0,81.0
2021-04-19,254963,242.0,69.0
2021-04-20,292033,299.0,69.0
2021-04-21,172486,212.0,64.0
2021-04-22,289404,320.0,56.0
2021-04-23,228080,320.0,94.0
2021-04-24,126276,270.0,81.0
2021-04-25,159663,320.0,94.0
2021-04-26,274757,223.0,65.0
2021-04-27,211462,247.0,58.0
2021-04-28,247722,320.0,66.0
2021-04-29,266633,245.0,87.0
2021-04-30,232598,320.0,54.0
2021-05-01,298963,252.5,56.0
2021-05-02,247450,312.5,85.0
2021-05-03,265011,227.0,79.0
2021-05-04,206165,306.0,66.0
2021-05-05,146970,290.5,80.0
2021-05-06,274058,320.0,79.0
2021-05-07,169581,320.0,98.0
2021-05-08,251625,251.0,85.0
2021-05-09,203069,239.5,87.0
2021-05-10,284385,312.5,48.0
2021-05-11,109083,290.0,45.0
2021-05-12,284693,220.0,83.0
2021-05-13,260055,320.0,98.0
2021-05-14,153331,320.0,60.0
2021-05-15,134912,320.0,76.0
2021-05-16,257090,320.0,44.0
2021-05-17,123710,278.0,98.0
2021-05-18,140885,320.0,75.0
2021-05-19,117188,320.0,45.0
2021-05-20,173114,314.0,86.0
2021-05-21,125256,222.0,65.0
2021-05-22,160817,256.5,45.0
2021-05-23,188890,320.0,93.0
2021-05-24,117887,226.0,89.0
2021-05-25,262775,296.5,68.0
2021-05-26,179904,318.5,85.0
2021-05-27,118449,215.5,50.0
2021-05-28,120935,227.5,62.0
2021-05-29,223254,320.0,97.0
2021-05-30,136479,283.5,58.0
2021-05-31,186890,257.5,57.0
2021-06-01,290494,302.5,74.0
2021-06-02,132030,320.0,88.0
2021-06-03,297110,320.0,65.0
2021-06-04,113218,320.0,62.0
2021-06-05,231481,300.0,42.0
2021-06-06,247282,240.5,87.0
2021-06-07,119410,281.5,82.0
2021-06-08,289625,280.0,67.0
2021-06-09,191861,211.5,61.0
2021-06-10,256326,320.0,78.0
2021-06-11,154677,237.0,78.0
2021-06-12,278315,320.0,44.0
2021-06-13,287634,320.0,89.0
2021-06-14,136165,320.0,95.0
2021-06-15,205557,318.5,85.0
2021-06-16,269078,320.0,72.0
2021-06-17,209014,239.5,98.0
2021-06-18,286842,320.0,65.0
2021-06-19,202289,265.0,70.0
2021-06-20,232040,228.0,62.0
2021-06-21,215349,278.5,61.0
2021-06-22,288211,316.5,92.0
2021-06-23,110498,320.0,91.0
2021-06-24,287962,300.5,52.0
2021-06-25,213647,320.0,77.0
2021-06-26,220368,219.0,76.0
2021-06-27,111760,246.0,59.0
2021-06-28,179645,287.5,83.0
2021-06-29,206201,309.0,78.0
2021-06-30,275059,319.0,95.0
2021-07-01,196096,287.5,83.0
2021-07-02,105196,268.5,52.0
2021-07-03,100687,319.5,94.0
2021-07-04,233237,279.5,65.0
2021-07-05,172230,320.0,57.0
2021-07-06,273868,299.0,57.0
2021-07-07,242929,278.5,57.0
2021-07-08,208189,235.5,91.0
2021-07-09,181220,222.0,64.0
2021-07-10,145974,288.5,46.0
2021-07-11,233297,255.5,81.0
2021-07-12,260208,227.5,76.0
2021-07-13,108271,301.5,78.0
2021-07-14,101439,242.5,66.0
2021-07-15,229088,206.0,52.0
2021-07-16,127074,290.0,63.0
2021-07-17,280061,316.0,71.0
2021-07-18,221703,320.0,68.0
2021-07-19,239181,253.0,62.0
2021-07-20,225114,250.5,79.0
2021-07-21,213442,286.5,49.0
2021-07-22,278046,320.0,97.0
2021-07-23,175853,225.0,74.0
2021-07-24,219218,208.0,44.0
2021-07-25,223843,266.5,95.0
2021-07-26,135169,320.0,86.0
2021-07-27,209366,313.5,87.0
2021-07-28,199444,226.0,56.0
2021-07-29,261083,320.0,51.0
2021-07-30,169244,261.5,83.0
2021-07-31,176179,258.0,56.0
2021-08-01,297636,320.0,47.0
2021-08-02,168811,225.0,76.0
2021-08-03,289618,320.0,50.0
2021-08-04,119365,276.5,58.0
2021-08-05,104686,252.0,47.0
2021-08-06,294735,316.0,98.0
2021-08-07,109676,320.0,61.0
2021-08-08,251398,228.5,50.0
2021-08-09,252234,235.0,59.0
2021-08-10,270801,247.0,63.0
2021-08-11,101926,313.0,51.0
